place,package,rent_id,customer_ID,rental_start_date,distance,duration,price,sex,registration_date,first_rent_date,customer_age,rental_start_month,rental_start_year
Berlin,pay_per_minute,d3ae6e3c-2,2708,2020-04-08 00:00:00,4,17,4.11,man,2020-01-07 15:18:00,2020-01-07 21:50:00,27,4,2020
Hamburg,pay_per_minute,04d99d02-4,5883,2020-01-06 00:00:00,9,17,3.87,man,2020-12-03 23:44:00,2020-03-13 16:20:00,37,1,2020
Hamburg,pay_per_minute,ef55dbc2-3,5883,2020-03-13 00:00:00,11,27,0.0,man,2020-12-03 23:44:00,2020-03-13 16:20:00,37,3,2020
Berlin,pay_per_minute,a864a0b7-0,4065,2020-06-16 00:00:00,5,15,3.87,man,2020-06-06 12:39:00,2020-06-06 17:04:00,34,6,2020
Berlin,pay_per_hour,b53a4164-c,4065,2020-06-06 00:00:00,19,97,11.33,man,2020-06-06 12:39:00,2020-06-06 17:04:00,34,6,2020
Berlin,pay_per_minute,6a9f0672-3,4692,2020-01-06 00:00:00,10,27,6.77,Woman,2020-05-25 23:13:00,2020-05-29 21:04:00,26,1,2020
Berlin,pay_per_minute,a5fe980c-c,4692,2020-06-15 00:00:00,8,30,6.0,Woman,2020-05-25 23:13:00,2020-05-29 21:04:00,26,6,2020
Berlin,pay_per_minute,be75f100-e,4692,2020-08-24 00:00:00,0,2,0.57,Woman,2020-05-25 23:13:00,2020-05-29 21:04:00,26,8,2020
Hamburg,pay_per_minute,96792b5a-9,8741,2020-07-03 00:00:00,4,14,3.01,man,2020-01-29 20:01:00,2020-08-02 09:56:00,55,7,2020
Berlin,pay_per_hour,b1ebdd1d-1,5288,2020-06-08 00:00:00,12,72,10.22,man,2020-08-05 22:09:00,2020-09-05 14:20:00,41,6,2020
Berlin,pay_per_minute,ff5e9d5f-a,761,2020-08-21 00:00:00,15,60,9.0,man,2020-08-08 21:21:00,2020-08-08 22:42:00,37,8,2020
Berlin,pay_per_minute,14e2de13-d,761,2020-09-08 00:00:00,8,53,10.6,man,2020-08-08 21:21:00,2020-08-08 22:42:00,37,9,2020
Berlin,pay_per_minute,ec30bc89-9,761,2020-08-17 00:00:00,5,29,0.33,man,2020-08-08 21:21:00,2020-08-08 22:42:00,37,8,2020
Berlin,pay_per_minute,6da1ed7c-4,761,2020-08-29 00:00:00,8,20,3.8,man,2020-08-08 21:21:00,2020-08-08 22:42:00,37,8,2020
Berlin,pay_per_minute,9c1c2e35-9,761,2020-08-21 00:00:00,3,13,2.1,man,2020-08-08 21:21:00,2020-08-08 22:42:00,37,8,2020
Berlin,pay_per_minute,5ac3be1a-c,761,2020-09-08 00:00:00,8,27,6.77,man,2020-08-08 21:21:00,2020-08-08 22:42:00,37,9,2020
Berlin,pay_per_minute,084e001e-c,761,2020-08-17 00:00:00,14,107,20.73,man,2020-08-08 21:21:00,2020-08-08 22:42:00,37,8,2020
Berlin,pay_per_minute,9c1c2e35-9,761,2020-08-21 00:00:00,3,13,2.1,man,2020-08-08 21:21:00,2020-08-08 22:42:00,37,8,2020
Hamburg,pay_per_minute,a2724858-1,3809,2020-07-29 00:00:00,5,21,2.03,man,2020-11-06 13:24:00,2020-07-29 16:46:00,20,7,2020
Berlin,pay_per_minute,6b71202d-9,9268,2020-08-02 00:00:00,3,16,4.53,man,2020-01-22 17:49:00,2020-01-22 20:01:00,33,8,2020
Berlin,pay_per_minute,c1fc7063-b,9268,2020-05-07 00:00:00,11,45,11.12,man,2020-01-22 17:49:00,2020-01-22 20:01:00,33,5,2020
Berlin,pay_per_minute,7aaab3e6-7,9268,2020-01-22 00:00:00,0,0,0.0,man,2020-01-22 17:49:00,2020-01-22 20:01:00,33,1,2020
Berlin,pay_per_minute,6b71202d-9,9268,2020-08-02 00:00:00,3,16,4.53,man,2020-01-22 17:49:00,2020-01-22 20:01:00,33,8,2020
Hamburg,pay_per_minute,66a6aa2a-b,1193,2020-07-31 00:00:00,3,17,3.14,Woman,2020-07-31 09:39:00,2020-07-31 10:28:00,26,7,2020
Hamburg,pay_per_minute,66a6aa2a-b,1193,2020-07-31 00:00:00,3,17,3.14,Woman,2020-07-31 09:39:00,2020-07-31 10:28:00,26,7,2020
Hamburg,pay_per_minute,a2a0935e-2,8334,2020-03-03 00:00:00,10,13,3.01,man,2020-04-02 09:30:00,2020-05-02 06:54:00,52,3,2020
Berlin,pay_per_minute,92276a86-3,4796,2020-06-27 00:00:00,5,23,4.6,man,2020-05-23 17:22:00,2020-05-25 19:06:00,26,6,2020
Hamburg,pay_per_minute,90112a52-7,4803,2020-08-07 00:00:00,5,18,3.77,man,2020-05-23 13:44:00,2020-06-14 15:39:00,56,8,2020
Hamburg,pay_per_minute,e45326ba-1,4803,2020-06-23 00:00:00,4,13,2.79,man,2020-05-23 13:44:00,2020-06-14 15:39:00,56,6,2020
Hamburg,pay_per_minute,45191bb5-7,3883,2020-08-13 00:00:00,3,10,1.98,man,2020-09-06 17:53:00,2020-09-06 21:52:00,20,8,2020
Hamburg,pay_per_minute,97d9a64c-7,6176,2020-07-21 00:00:00,7,9,1.79,man,2020-07-03 19:52:00,2020-10-03 14:56:00,36,7,2020
Hamburg,pay_per_minute,2ccfb6c5-7,6176,2020-07-07 00:00:00,4,11,1.91,man,2020-07-03 19:52:00,2020-10-03 14:56:00,36,7,2020
Hamburg,pay_per_minute,4788b59e-1,6176,2020-07-22 00:00:00,6,8,1.41,man,2020-07-03 19:52:00,2020-10-03 14:56:00,36,7,2020
Hamburg,pay_per_minute,fadd1619-2,6176,2020-06-29 00:00:00,11,19,3.97,man,2020-07-03 19:52:00,2020-10-03 14:56:00,36,6,2020
Berlin,pay_per_hour,e13bf6b3-a,6924,2020-03-03 00:00:00,5,46,10.82,man,2020-02-26 12:24:00,2020-03-03 18:03:00,42,3,2020
Berlin,pay_per_minute,7ba6ee8a-c,3145,2020-10-07 00:00:00,4,17,4.11,man,2020-06-23 19:43:00,2020-05-07 00:33:00,42,10,2020
Berlin,pay_per_minute,f08e281a-e,3145,2020-08-21 00:00:00,5,18,4.35,man,2020-06-23 19:43:00,2020-05-07 00:33:00,42,8,2020
Berlin,pay_per_minute,ff3bddd5-5,3145,2020-07-25 00:00:00,12,41,8.4,man,2020-06-23 19:43:00,2020-05-07 00:33:00,42,7,2020
Berlin,pay_per_minute,8eb02ff8-c,3145,2020-07-26 00:00:00,20,31,7.73,man,2020-06-23 19:43:00,2020-05-07 00:33:00,42,7,2020
Berlin,pay_per_minute,1edc76f2-a,3145,2020-08-29 00:00:00,0,5,1.0,man,2020-06-23 19:43:00,2020-05-07 00:33:00,42,8,2020
Berlin,pay_per_minute,0c7d2c22-d,3145,2020-06-08 00:00:00,21,31,6.2,man,2020-06-23 19:43:00,2020-05-07 00:33:00,42,6,2020
Berlin,pay_per_minute,22d8afea-0,3145,2020-08-25 00:00:00,5,29,5.8,man,2020-06-23 19:43:00,2020-05-07 00:33:00,42,8,2020
Berlin,pay_per_minute,64f05e4d-5,3145,2020-07-15 00:00:00,2,14,3.38,man,2020-06-23 19:43:00,2020-05-07 00:33:00,42,7,2020
Berlin,pay_per_minute,78872da9-6,3145,2020-08-26 00:00:00,4,12,2.6,man,2020-06-23 19:43:00,2020-05-07 00:33:00,42,8,2020
Berlin,pay_per_hour,606fdc1f-9,2238,2020-10-07 00:00:00,31,136,20.68,man,2020-09-07 12:37:00,2020-09-07 14:00:00,21,10,2020
Berlin,pay_per_hour,3a40bae0-4,2238,2020-07-27 00:00:00,9,114,9.74,man,2020-09-07 12:37:00,2020-09-07 14:00:00,21,7,2020
Berlin,pay_per_minute,1d5619a2-8,2238,2020-07-14 00:00:00,0,0,0.0,man,2020-09-07 12:37:00,2020-09-07 14:00:00,21,7,2020
Berlin,pay_per_minute,8086506f-d,2238,2020-07-14 00:00:00,6,27,6.52,man,2020-09-07 12:37:00,2020-09-07 14:00:00,21,7,2020
Berlin,pay_per_minute,e5c828ef-a,2238,2020-08-23 00:00:00,3,17,4.35,man,2020-09-07 12:37:00,2020-09-07 14:00:00,21,8,2020
Berlin,pay_per_minute,e5c828ef-a,2238,2020-08-23 00:00:00,3,17,4.35,man,2020-09-07 12:37:00,2020-09-07 14:00:00,21,8,2020
Berlin,pay_per_minute,7cf7ff1d-d,2238,2020-07-30 00:00:00,7,21,5.07,man,2020-09-07 12:37:00,2020-09-07 14:00:00,21,7,2020
Berlin,pay_per_minute,2e576cf4-8,2238,2020-07-15 00:00:00,2,9,2.42,man,2020-09-07 12:37:00,2020-09-07 14:00:00,21,7,2020
Berlin,pay_per_hour,3a40bae0-4,2238,2020-07-27 00:00:00,9,114,9.74,man,2020-09-07 12:37:00,2020-09-07 14:00:00,21,7,2020
Berlin,pay_per_hour,e057f701-7,2238,2020-12-07 00:00:00,6,19,12.61,man,2020-09-07 12:37:00,2020-09-07 14:00:00,21,12,2020
Hamburg,pay_per_minute,434a7f24-9,7547,2020-07-08 00:00:00,2,7,1.79,man,2020-02-16 13:50:00,2020-06-06 19:22:00,46,7,2020
Hamburg,pay_per_minute,78beb69b-1,7547,2020-06-20 00:00:00,4,14,2.78,man,2020-02-16 13:50:00,2020-06-06 19:22:00,46,6,2020
Hamburg,pay_per_minute,e282f365-b,9214,2020-02-25 00:00:00,1,8,2.05,man,2020-01-23 14:06:00,2020-01-24 18:27:00,53,2,2020
Hamburg,pay_per_minute,aa39e745-8,9214,2020-08-06 00:00:00,3,12,2.79,man,2020-01-23 14:06:00,2020-01-24 18:27:00,53,8,2020
Hamburg,pay_per_minute,d056376f-3,9214,2020-02-13 00:00:00,0,3,0.64,man,2020-01-23 14:06:00,2020-01-24 18:27:00,53,2,2020
Hamburg,pay_per_minute,0414bdfc-2,9214,2020-03-02 00:00:00,9,19,0.0,man,2020-01-23 14:06:00,2020-01-24 18:27:00,53,3,2020
Hamburg,pay_per_minute,6c9d1cf1-6,9214,2020-06-15 00:00:00,7,15,3.22,man,2020-01-23 14:06:00,2020-01-24 18:27:00,53,6,2020
Hamburg,pay_per_minute,bd2577dc-5,9214,2020-06-28 00:00:00,2,7,1.79,man,2020-01-23 14:06:00,2020-01-24 18:27:00,53,6,2020
Berlin,pay_per_minute,82bedc15-f,3625,2020-06-14 00:00:00,6,23,4.6,man,2020-06-14 12:10:00,2020-06-14 13:00:00,31,6,2020
Berlin,pay_per_minute,5e57ad5b-5,3625,2020-06-19 00:00:00,10,41,8.4,man,2020-06-14 12:10:00,2020-06-14 13:00:00,31,6,2020
Hamburg,pay_per_minute,e72e1c4b-f,2377,2020-07-15 00:00:00,3,16,0.0,man,2020-06-07 20:43:00,2020-07-15 17:23:00,28,7,2020
Hamburg,pay_per_minute,e72e1c4b-f,2377,2020-07-15 00:00:00,3,16,0.0,man,2020-06-07 20:43:00,2020-07-15 17:23:00,28,7,2020
Berlin,pay_per_minute,54a8529d-1,5577,2020-02-07 00:00:00,5,23,5.8,man,2020-03-31 22:15:00,2020-01-04 13:01:00,29,2,2020
Berlin,pay_per_minute,09d33b2f-3,5577,2020-07-13 00:00:00,7,20,4.83,man,2020-03-31 22:15:00,2020-01-04 13:01:00,29,7,2020
Berlin,pay_per_minute,721ab9bd-a,3377,2020-07-19 00:00:00,13,37,7.4,man,2020-06-18 23:39:00,2020-06-20 12:20:00,41,7,2020
Berlin,pay_per_hour,16adcd72-7,3377,2020-06-21 00:00:00,3,83,21.29,man,2020-06-18 23:39:00,2020-06-20 12:20:00,41,6,2020
Hamburg,pay_per_minute,d872d0bf-7,3317,2020-06-20 00:00:00,0,12,0.0,Woman,2020-06-20 09:18:00,2020-06-20 20:22:00,51,6,2020
Berlin,pay_per_minute,d6ed4ae3-0,6953,2020-03-15 00:00:00,8,26,6.52,man,2020-02-25 21:38:00,2020-02-27 22:58:00,28,3,2020
Berlin,pay_per_minute,69a5f208-b,6953,2020-03-15 00:00:00,4,12,3.14,man,2020-02-25 21:38:00,2020-02-27 22:58:00,28,3,2020
Berlin,pay_per_minute,e0ba6c83-f,6953,2020-03-14 00:00:00,5,19,5.38,man,2020-02-25 21:38:00,2020-02-27 22:58:00,28,3,2020
Berlin,pay_per_minute,a219553e-0,1315,2020-05-08 00:00:00,2,26,2.11,Woman,2020-07-28 07:41:00,2020-05-08 19:56:00,30,5,2020
Berlin,pay_per_minute,4dac9342-5,1315,2020-08-19 00:00:00,2,12,2.9,Woman,2020-07-28 07:41:00,2020-05-08 19:56:00,30,8,2020
Berlin,pay_per_minute,d5d39fc4-6,1315,2020-08-16 00:00:00,5,26,6.28,Woman,2020-07-28 07:41:00,2020-05-08 19:56:00,30,8,2020
Berlin,pay_per_minute,4dac9342-5,1315,2020-08-19 00:00:00,2,12,2.9,Woman,2020-07-28 07:41:00,2020-05-08 19:56:00,30,8,2020
Berlin,pay_per_minute,fe6e84c3-2,2360,2020-07-07 00:00:00,7,34,9.63,Woman,2020-07-07 09:25:00,2020-07-07 11:06:00,25,7,2020
Berlin,pay_per_minute,9fb5b0ae-a,4499,2020-06-18 00:00:00,12,24,6.04,man,2020-05-29 18:36:00,2020-05-29 19:21:00,25,6,2020
Berlin,pay_per_minute,01dc739c-b,4499,2020-07-18 00:00:00,9,23,6.8,man,2020-05-29 18:36:00,2020-05-29 19:21:00,25,7,2020
Berlin,pay_per_minute,ea579907-a,4499,2020-06-27 00:00:00,13,45,9.0,man,2020-05-29 18:36:00,2020-05-29 19:21:00,25,6,2020
Berlin,pay_per_minute,84c299f9-a,4499,2020-06-22 00:00:00,7,19,4.83,man,2020-05-29 18:36:00,2020-05-29 19:21:00,25,6,2020
Berlin,pay_per_minute,01dc739c-b,4499,2020-07-18 00:00:00,9,23,6.8,man,2020-05-29 18:36:00,2020-05-29 19:21:00,25,7,2020
Berlin,pay_per_minute,2156280c-1,4499,2020-07-19 00:00:00,3,9,2.0,man,2020-05-29 18:36:00,2020-05-29 19:21:00,25,7,2020
Berlin,pay_per_minute,5c09220d-1,4499,2020-08-06 00:00:00,18,23,4.8,man,2020-05-29 18:36:00,2020-05-29 19:21:00,25,8,2020
Berlin,pay_per_minute,1db5ec6a-0,8257,2020-02-19 00:00:00,2,11,3.12,Woman,2020-05-02 16:42:00,2020-06-02 12:49:00,31,2,2020
Berlin,pay_per_minute,0e7edf3a-1,8257,2020-02-07 00:00:00,6,15,3.2,Woman,2020-05-02 16:42:00,2020-06-02 12:49:00,31,2,2020
Berlin,pay_per_minute,8cb3e29b-0,8257,2020-07-02 00:00:00,2,12,2.6,Woman,2020-05-02 16:42:00,2020-06-02 12:49:00,31,7,2020
Berlin,pay_per_minute,769b9a71-e,8257,2020-11-02 00:00:00,3,12,2.9,Woman,2020-05-02 16:42:00,2020-06-02 12:49:00,31,11,2020
Berlin,pay_per_minute,d1586ca2-9,8257,2020-02-18 00:00:00,3,11,3.12,Woman,2020-05-02 16:42:00,2020-06-02 12:49:00,31,2,2020
Berlin,pay_per_minute,01c18c39-7,8257,2020-04-28 00:00:00,4,16,4.11,Woman,2020-05-02 16:42:00,2020-06-02 12:49:00,31,4,2020
Berlin,pay_per_minute,688be87d-9,8257,2020-06-02 00:00:00,2,12,0.0,Woman,2020-05-02 16:42:00,2020-06-02 12:49:00,31,6,2020
Berlin,pay_per_minute,769b9a71-e,8257,2020-11-02 00:00:00,3,12,2.9,Woman,2020-05-02 16:42:00,2020-06-02 12:49:00,31,11,2020
Berlin,pay_per_hour,6d145be9-b,4087,2020-06-06 00:00:00,28,126,14.2,Woman,2020-05-06 23:11:00,2020-06-06 15:09:00,22,6,2020
Berlin,pay_per_minute,24f19e36-d,7490,2020-04-22 00:00:00,8,17,4.35,man,2020-02-17 13:43:00,2020-03-29 17:04:00,75,4,2020
Berlin,pay_per_minute,33dcbafd-6,7490,2020-07-18 00:00:00,4,18,5.1,man,2020-02-17 13:43:00,2020-03-29 17:04:00,75,7,2020
Berlin,pay_per_minute,3c5249fa-c,7490,2020-04-15 00:00:00,7,15,3.62,man,2020-02-17 13:43:00,2020-03-29 17:04:00,75,4,2020
Berlin,pay_per_minute,9651cbab-9,7490,2020-06-20 00:00:00,6,22,6.52,man,2020-02-17 13:43:00,2020-03-29 17:04:00,75,6,2020
Berlin,pay_per_hour,fb4c93fb-5,7490,2020-05-21 00:00:00,12,68,13.56,man,2020-02-17 13:43:00,2020-03-29 17:04:00,75,5,2020
Berlin,pay_per_minute,eb54d125-5,7490,2020-07-28 00:00:00,5,19,4.59,man,2020-02-17 13:43:00,2020-03-29 17:04:00,75,7,2020
Berlin,pay_per_minute,53f9ce5e-b,7490,2020-05-26 00:00:00,10,33,10.2,man,2020-02-17 13:43:00,2020-03-29 17:04:00,75,5,2020
Berlin,pay_per_minute,ab42fa79-b,6462,2020-02-05 00:00:00,2,13,3.14,man,2020-04-03 03:33:00,2020-08-03 05:21:00,21,2,2020
Berlin,pay_per_minute,acfa01a5-5,6462,2020-06-06 00:00:00,18,80,19.57,man,2020-04-03 03:33:00,2020-08-03 05:21:00,21,6,2020
Berlin,pay_per_minute,3fdb453e-7,6462,2020-03-04 00:00:00,2,11,2.66,man,2020-04-03 03:33:00,2020-08-03 05:21:00,21,3,2020
Berlin,pay_per_minute,2a3060b1-8,6462,2020-06-26 00:00:00,11,53,15.02,man,2020-04-03 03:33:00,2020-08-03 05:21:00,21,6,2020
Berlin,pay_per_minute,2a3060b1-8,6462,2020-06-26 00:00:00,11,53,15.02,man,2020-04-03 03:33:00,2020-08-03 05:21:00,21,6,2020
Berlin,pay_per_minute,7dca2642-9,6462,2020-07-05 00:00:00,1,4,0.0,man,2020-04-03 03:33:00,2020-08-03 05:21:00,21,7,2020
Berlin,pay_per_hour,34e3c2b1-0,6462,2020-05-23 00:00:00,52,240,26.79,man,2020-04-03 03:33:00,2020-08-03 05:21:00,21,5,2020
Berlin,pay_per_minute,aa0cc2e5-d,6462,2020-11-05 00:00:00,15,46,13.32,man,2020-04-03 03:33:00,2020-08-03 05:21:00,21,11,2020
Berlin,pay_per_minute,32c2824d-3,3993,2020-12-06 00:00:00,3,16,4.11,man,2020-07-06 16:30:00,2020-07-06 17:25:00,26,12,2020
Berlin,pay_per_minute,1229c0b9-0,3993,2020-06-22 00:00:00,4,15,3.0,man,2020-07-06 16:30:00,2020-07-06 17:25:00,26,6,2020
Berlin,pay_per_hour,a82f98e3-e,6500,2020-05-08 00:00:00,30,348,28.07,man,2020-03-03 12:57:00,2020-03-03 16:35:00,30,5,2020
Berlin,pay_per_hour,702edefd-b,6500,2020-07-26 00:00:00,54,181,25.21,man,2020-03-03 12:57:00,2020-03-03 16:35:00,30,7,2020
Berlin,pay_per_hour,adea60b3-9,6500,2020-01-07 00:00:00,86,248,40.68,man,2020-03-03 12:57:00,2020-03-03 16:35:00,30,1,2020
Berlin,pay_per_minute,279a4e3c-b,6500,2020-04-07 00:00:00,0,1,0.0,man,2020-03-03 12:57:00,2020-03-03 16:35:00,30,4,2020
Berlin,pay_per_hour,e37d853e-4,6500,2020-07-07 00:00:00,81,200,43.81,man,2020-03-03 12:57:00,2020-03-03 16:35:00,30,7,2020
Berlin,pay_per_minute,cc396557-2,6500,2020-01-06 00:00:00,3,21,4.4,man,2020-03-03 12:57:00,2020-03-03 16:35:00,30,1,2020
Berlin,pay_per_minute,20e6423d-c,6500,2020-11-03 00:00:00,18,34,8.46,man,2020-03-03 12:57:00,2020-03-03 16:35:00,30,11,2020
Berlin,pay_per_day,834fb1e7-8,6500,2020-08-18 00:00:00,155,1446,63.84,man,2020-03-03 12:57:00,2020-03-03 16:35:00,30,8,2020
Berlin,pay_per_hour,0a54fe7c-a,6500,2020-06-13 00:00:00,23,145,18.84,man,2020-03-03 12:57:00,2020-03-03 16:35:00,30,6,2020
Berlin,pay_per_day,4ccb0a57-6,6500,2020-09-08 00:00:00,0,4,41.66,man,2020-03-03 12:57:00,2020-03-03 16:35:00,30,9,2020
Berlin,pay_per_minute,30f6279f-0,6500,2020-03-08 00:00:00,11,53,10.6,man,2020-03-03 12:57:00,2020-03-03 16:35:00,30,3,2020
Berlin,pay_per_minute,f868fcfb-d,6500,2020-06-13 00:00:00,34,65,13.2,man,2020-03-03 12:57:00,2020-03-03 16:35:00,30,6,2020
Berlin,pay_per_day,861a5445-2,6500,2020-07-30 00:00:00,99,1260,48.99,man,2020-03-03 12:57:00,2020-03-03 16:35:00,30,7,2020
Berlin,pay_per_hour,412bdc7f-4,4660,2020-03-06 00:00:00,14,35,10.54,man,2020-05-26 19:38:00,2020-05-29 10:19:00,30,3,2020
Berlin,pay_per_hour,ed7f2997-1,4660,2020-08-25 00:00:00,22,159,19.05,man,2020-05-26 19:38:00,2020-05-29 10:19:00,30,8,2020
Berlin,pay_per_hour,55e48102-9,4660,2020-08-26 00:00:00,36,221,22.36,man,2020-05-26 19:38:00,2020-05-29 10:19:00,30,8,2020
Berlin,pay_per_hour,412bdc7f-4,4660,2020-03-06 00:00:00,14,35,10.54,man,2020-05-26 19:38:00,2020-05-29 10:19:00,30,3,2020
Berlin,pay_per_hour,55e48102-9,4660,2020-08-26 00:00:00,36,221,22.36,man,2020-05-26 19:38:00,2020-05-29 10:19:00,30,8,2020
Berlin,pay_per_minute,8ff7d59b-a,9196,2020-11-03 00:00:00,6,30,6.28,Woman,2020-01-23 18:28:00,2020-02-26 18:26:00,27,11,2020
Berlin,pay_per_minute,f56d7a18-3,9196,2020-07-24 00:00:00,2,8,1.63,Woman,2020-01-23 18:28:00,2020-02-26 18:26:00,27,7,2020
Berlin,pay_per_minute,57e6b901-2,9196,2020-04-06 00:00:00,7,33,7.97,Woman,2020-01-23 18:28:00,2020-02-26 18:26:00,27,4,2020
Hamburg,pay_per_minute,22bf9ded-7,9532,2020-06-18 00:00:00,12,22,4.73,man,2020-01-18 23:01:00,2020-01-19 08:10:00,20,6,2020
Hamburg,pay_per_minute,b4f036ad-4,9532,2020-06-14 00:00:00,4,13,3.59,man,2020-01-18 23:01:00,2020-01-19 08:10:00,20,6,2020
Hamburg,pay_per_minute,f64a6754-1,9532,2020-10-06 00:00:00,3,11,2.38,man,2020-01-18 23:01:00,2020-01-19 08:10:00,20,10,2020
Hamburg,pay_per_minute,cc171e8c-a,9532,2020-10-06 00:00:00,4,12,2.38,man,2020-01-18 23:01:00,2020-01-19 08:10:00,20,10,2020
Hamburg,pay_per_minute,8413dc04-b,9532,2020-07-29 00:00:00,9,20,4.79,man,2020-01-18 23:01:00,2020-01-19 08:10:00,20,7,2020
Hamburg,pay_per_minute,6ae6304b-2,9532,2020-04-07 00:00:00,36,63,13.54,man,2020-01-18 23:01:00,2020-01-19 08:10:00,20,4,2020
Hamburg,pay_per_minute,8da23435-5,9532,2020-07-27 00:00:00,10,14,2.6,man,2020-01-18 23:01:00,2020-01-19 08:10:00,20,7,2020
Hamburg,pay_per_minute,50bc5b48-d,9532,2020-05-31 00:00:00,20,48,10.53,man,2020-01-18 23:01:00,2020-01-19 08:10:00,20,5,2020
Hamburg,pay_per_minute,e2736c1f-e,9532,2020-07-06 00:00:00,3,15,3.44,man,2020-01-18 23:01:00,2020-01-19 08:10:00,20,7,2020
Hamburg,pay_per_minute,afa83e0f-2,9532,2020-07-24 00:00:00,1,7,1.1,man,2020-01-18 23:01:00,2020-01-19 08:10:00,20,7,2020
Hamburg,pay_per_minute,1ca58080-8,9532,2020-02-08 00:00:00,3,7,1.79,man,2020-01-18 23:01:00,2020-01-19 08:10:00,20,2,2020
Hamburg,pay_per_minute,40bde12d-c,9532,2020-06-14 00:00:00,7,18,3.57,man,2020-01-18 23:01:00,2020-01-19 08:10:00,20,6,2020
Hamburg,pay_per_minute,eb71727e-e,9532,2020-02-08 00:00:00,4,13,3.33,man,2020-01-18 23:01:00,2020-01-19 08:10:00,20,2,2020
Hamburg,pay_per_minute,c9e7aa37-4,9532,2020-02-15 00:00:00,24,38,6.77,man,2020-01-18 23:01:00,2020-01-19 08:10:00,20,2,2020
Hamburg,pay_per_minute,97c571bf-4,8614,2020-01-31 00:00:00,7,33,0.0,Woman,2020-01-31 15:53:00,2020-01-31 20:52:00,34,1,2020
Hamburg,pay_per_minute,97c571bf-4,8614,2020-01-31 00:00:00,7,33,0.0,Woman,2020-01-31 15:53:00,2020-01-31 20:52:00,34,1,2020
Berlin,pay_per_minute,e467e574-0,6070,2020-07-28 00:00:00,5,21,5.32,man,2020-09-03 13:53:00,2020-10-03 09:12:00,60,7,2020
Berlin,pay_per_minute,45aeca56-a,6070,2020-07-31 00:00:00,4,24,5.8,man,2020-09-03 13:53:00,2020-10-03 09:12:00,60,7,2020
Hamburg,pay_per_minute,fbd5f222-2,9307,2020-08-16 00:00:00,14,24,4.76,man,2020-01-21 21:02:00,2020-01-02 20:58:00,38,8,2020
Hamburg,pay_per_minute,ca75500b-c,9307,2020-07-25 00:00:00,15,23,4.56,man,2020-01-21 21:02:00,2020-01-02 20:58:00,38,7,2020
Hamburg,pay_per_minute,6c4c39e5-3,9307,2020-06-21 00:00:00,7,17,4.61,man,2020-01-21 21:02:00,2020-01-02 20:58:00,38,6,2020
Hamburg,pay_per_minute,594c79f4-4,9307,2020-06-21 00:00:00,13,20,4.17,man,2020-01-21 21:02:00,2020-01-02 20:58:00,38,6,2020
Berlin,pay_per_minute,6a9e198d-f,7744,2020-02-23 00:00:00,4,17,0.18,man,2020-02-13 15:40:00,2020-02-23 12:24:00,32,2,2020
Hamburg,pay_per_minute,70110411-0,1864,2020-07-21 00:00:00,4,13,3.01,man,2020-07-16 14:39:00,2020-07-16 15:13:00,28,7,2020
Hamburg,pay_per_minute,75d16a4c-7,1864,2020-07-22 00:00:00,4,14,2.78,man,2020-07-16 14:39:00,2020-07-16 15:13:00,28,7,2020
Hamburg,pay_per_minute,75d16a4c-7,1864,2020-07-22 00:00:00,4,14,2.78,man,2020-07-16 14:39:00,2020-07-16 15:13:00,28,7,2020
Berlin,pay_per_minute,78ac5ab4-f,8234,2020-02-17 00:00:00,9,38,9.18,man,2020-06-02 01:03:00,2020-06-02 04:39:00,27,2,2020
Berlin,pay_per_hour,50c5bcfa-c,8234,2020-06-02 00:00:00,60,179,29.15,man,2020-06-02 01:03:00,2020-06-02 04:39:00,27,6,2020
Hamburg,pay_per_minute,f80a3c53-2,9172,2020-04-02 00:00:00,4,16,0.0,Woman,2020-01-24 09:39:00,2020-04-02 16:45:00,45,4,2020
Hamburg,pay_per_minute,ce4b8ed6-3,9172,2020-05-02 00:00:00,8,24,6.15,Woman,2020-01-24 09:39:00,2020-04-02 16:45:00,45,5,2020
Berlin,pay_per_minute,f59c1f8d-d,6019,2020-03-06 00:00:00,6,29,8.22,Woman,2020-10-03 13:23:00,2020-10-03 15:59:00,47,3,2020
Berlin,pay_per_minute,4421c825-3,5783,2020-08-19 00:00:00,4,15,4.25,Woman,2020-03-15 08:00:00,2020-05-05 09:44:00,50,8,2020
Berlin,pay_per_minute,84a09562-7,5783,2020-05-20 00:00:00,8,38,7.6,Woman,2020-03-15 08:00:00,2020-05-05 09:44:00,50,5,2020
Berlin,pay_per_minute,be47f736-3,5783,2020-01-06 00:00:00,7,19,3.8,Woman,2020-03-15 08:00:00,2020-05-05 09:44:00,50,1,2020
Berlin,pay_per_minute,84a09562-7,5783,2020-05-20 00:00:00,8,38,7.6,Woman,2020-03-15 08:00:00,2020-05-05 09:44:00,50,5,2020
Berlin,pay_per_minute,2e6a1949-3,5783,2020-05-06 00:00:00,6,24,7.08,Woman,2020-03-15 08:00:00,2020-05-05 09:44:00,50,5,2020
Berlin,pay_per_hour,88e8eadb-a,5783,2020-03-06 00:00:00,9,119,7.24,Woman,2020-03-15 08:00:00,2020-05-05 09:44:00,50,3,2020
Berlin,pay_per_minute,61d15fc1-9,5783,2020-07-13 00:00:00,7,33,6.6,Woman,2020-03-15 08:00:00,2020-05-05 09:44:00,50,7,2020
